time_of_day,subject_type,session_duration_inmin,breaks_taken_count,day_of_week,Normalized_focus_Score
Evening,Machine Learning,62.9,4,Friday,48.23
Morning,DBMS,101.0,10,Thursday,53.66
Afternoon,Operating Systems,101.6,8,Tuesday,46.13
Evening,DSA,103.6,6,Saturday,47.61
Afternoon,DBMS,98.4,2,Friday,46.18
Morning,Aptitude,63.7,4,Thursday,59.8
Afternoon,Java,52.0,1,Wednesday,45.0
Morning,DSA,101.5,3,Friday,55.21
Afternoon,Machine Learning,63.9,4,Friday,49.09
Morning,DSA,37.1,8,Thursday,68.81
Afternoon,DBMS,65.8,3,Saturday,49.38
Morning,DBMS,25.6,5,Sunday,58.92
Night,Aptitude,86.1,1,Sunday,40.66
Afternoon,Python,47.0,4,Sunday,39.1
Afternoon,Java,38.7,2,Sunday,46.0
Evening,Aptitude,115.2,4,Monday,49.89
Evening,DBMS,95.5,5,Wednesday,60.11
Morning,Ai,96.6,3,Wednesday,67.86
Afternoon,DSA,78.6,6,Sunday,41.45
Morning,Aptitude,102.3,2,Thursday,59.89
Night,Aptitude,93.5,5,Saturday,35.2
Evening,Java,75.9,4,Tuesday,59.14
Morning,Ai,115.7,5,Tuesday,66.24
Morning,Ai,31.1,9,Sunday,59.85
Evening,Ai,113.8,6,Monday,56.6
Afternoon,Java,54.2,7,Monday,49.78
Morning,Python,68.1,8,Thursday,64.47
Evening,DBMS,23.5,9,Saturday,50.63
Afternoon,DBMS,69.4,5,Tuesday,48.14
Night,Machine Learning,77.2,8,Wednesday,49.27
Evening,Java,119.7,2,Saturday,55.91
Morning,Python,117.3,10,Tuesday,59.15
Night,Machine Learning,116.3,9,Saturday,49.02
Afternoon,Machine Learning,48.3,2,Thursday,44.52
Afternoon,Machine Learning,119.0,5,Tuesday,57.67
Evening,Java,60.1,6,Friday,48.5
Evening,Operating Systems,103.7,4,Sunday,51.27
Evening,Machine Learning,33.8,8,Thursday,55.28
Afternoon,Aptitude,65.6,10,Friday,51.74
Night,DSA,116.3,3,Saturday,41.92
Afternoon,Aptitude,114.2,5,Thursday,56.37
Morning,Aptitude,85.2,2,Wednesday,62.21
Afternoon,DBMS,97.8,3,Thursday,52.57
Morning,Operating Systems,29.4,8,Thursday,56.97
Night,Java,89.4,5,Sunday,46.1
Evening,Machine Learning,78.0,3,Thursday,50.79
Evening,DBMS,20.1,5,Thursday,60.7
Afternoon,Python,22.4,9,Monday,59.21
Evening,Python,21.9,3,Friday,57.39
Night,Java,89.7,10,Thursday,47.62
Evening,DBMS,25.6,7,Thursday,56.42
Afternoon,DSA,61.5,8,Saturday,45.65
Night,Java,49.3,5,Monday,43.9
Morning,DBMS,70.6,3,Tuesday,54.33
Afternoon,DBMS,87.7,6,Saturday,43.69
Morning,Operating Systems,85.3,3,Saturday,57.48
Night,Java,66.7,9,Sunday,49.16
Afternoon,Python,61.1,2,Sunday,50.71
Afternoon,Python,53.8,3,Monday,57.69
Night,Machine Learning,104.8,7,Monday,34.29
Evening,Aptitude,46.4,10,Sunday,58.81
Afternoon,Java,38.5,8,Monday,53.29
Afternoon,DBMS,91.8,5,Saturday,52.2
Morning,Java,49.6,5,Saturday,47.28
Evening,DBMS,103.2,5,Sunday,50.03
Morning,DSA,46.1,4,Thursday,53.76
Morning,Java,87.2,9,Monday,63.55
Evening,Ai,15.0,6,Monday,57.55
Evening,Ai,52.4,8,Sunday,56.67
Night,Python,47.8,8,Saturday,42.1
Evening,DSA,99.8,5,Saturday,55.1
Afternoon,Operating Systems,116.4,9,Monday,50.02
Evening,Machine Learning,60.7,2,Thursday,58.87
Night,DSA,100.7,8,Wednesday,47.44
Night,Python,87.0,3,Wednesday,43.37
Night,Operating Systems,116.4,7,Tuesday,46.44
Evening,DBMS,99.2,9,Thursday,48.08
Evening,Operating Systems,18.5,5,Saturday,57.97
Morning,Aptitude,88.5,8,Monday,63.32
Morning,Java,68.9,4,Sunday,60.52
Afternoon,DSA,11.8,1,Monday,53.59
Morning,Python,37.6,1,Monday,63.11
Afternoon,DSA,111.4,6,Wednesday,41.7
Night,DBMS,111.9,8,Sunday,46.82
Morning,Ai,97.9,10,Saturday,53.32
Evening,DBMS,118.0,2,Sunday,47.9
Morning,Python,98.7,4,Monday,65.76
Afternoon,Aptitude,11.1,3,Monday,47.38
Morning,Machine Learning,41.7,9,Wednesday,58.84
Night,Java,13.4,3,Monday,48.63
Evening,Java,20.4,8,Sunday,55.48
Afternoon,Operating Systems,34.1,7,Tuesday,55.51
Evening,Operating Systems,65.4,1,Saturday,49.25
Evening,DBMS,103.2,8,Sunday,50.48
Afternoon,DSA,104.8,9,Friday,50.76
Evening,Ai,77.8,8,Sunday,45.57
Evening,DSA,112.1,10,Sunday,46.99
Morning,Aptitude,65.0,10,Tuesday,55.56
Evening,Machine Learning,107.8,1,Thursday,42.5
Evening,Java,59.9,7,Sunday,49.31
Evening,DSA,40.5,9,Tuesday,54.06
Evening,Java,110.8,5,Tuesday,55.8
Afternoon,Operating Systems,52.7,2,Sunday,44.7
Night,Java,65.4,8,Sunday,37.7
Morning,Ai,46.2,9,Wednesday,59.4
Evening,Java,82.9,7,Thursday,52.46
Evening,DSA,119.5,5,Sunday,39.2
Afternoon,Ai,12.8,8,Saturday,42.68
Night,Java,109.0,6,Sunday,43.54
Evening,Machine Learning,10.4,4,Saturday,49.95
Afternoon,Operating Systems,50.1,1,Tuesday,50.95
Morning,Java,28.5,6,Friday,63.08
Morning,Ai,93.3,8,Tuesday,61.36
Evening,DSA,15.6,3,Monday,54.44
Evening,Operating Systems,70.9,7,Wednesday,52.98
Night,DBMS,42.4,7,Monday,41.58
Night,DBMS,24.7,9,Thursday,45.31
Evening,Aptitude,94.9,1,Thursday,49.88
Afternoon,DBMS,33.9,5,Wednesday,53.54
Night,DSA,34.6,8,Tuesday,39.24
Evening,Machine Learning,40.3,3,Thursday,60.0
Night,Operating Systems,74.5,5,Friday,44.72
Evening,Ai,82.6,1,Sunday,57.7
Morning,Python,11.9,9,Wednesday,56.63
Evening,DBMS,36.6,4,Monday,63.23
Morning,DBMS,57.4,5,Friday,54.58
Night,Python,46.5,3,Sunday,43.73
Evening,Ai,107.3,2,Sunday,45.48
Night,Ai,96.6,7,Saturday,42.11
Morning,Python,78.8,5,Wednesday,61.3
Evening,Ai,47.2,10,Friday,43.56
Night,DSA,87.1,3,Sunday,41.72
Morning,Ai,102.8,2,Wednesday,62.6
Night,Operating Systems,75.4,10,Monday,40.71
Afternoon,Ai,96.3,6,Tuesday,48.58
Morning,Java,92.4,10,Wednesday,58.89
Morning,Java,72.9,6,Thursday,68.27
Morning,DBMS,44.3,3,Monday,60.99
Evening,Machine Learning,92.0,9,Monday,50.27
Evening,DSA,32.7,1,Friday,48.52
Evening,DSA,95.7,3,Thursday,45.45
Afternoon,Ai,98.5,1,Friday,49.37
Afternoon,Machine Learning,100.4,7,Saturday,45.58
Morning,Machine Learning,62.0,2,Monday,51.95
Afternoon,Aptitude,31.2,4,Wednesday,42.92
Night,Machine Learning,21.0,4,Saturday,42.36
Morning,Ai,91.8,8,Thursday,64.89
Morning,Ai,107.5,4,Monday,58.55
Night,Python,81.6,3,Sunday,46.54
Morning,DBMS,25.9,10,Thursday,59.49
Afternoon,Java,112.8,3,Saturday,60.0
Evening,Aptitude,118.8,5,Wednesday,54.59
Night,Ai,57.7,6,Tuesday,51.88
Afternoon,Python,75.4,7,Friday,54.83
Night,Aptitude,95.5,5,Sunday,39.29
Night,DBMS,91.0,7,Friday,47.95
Morning,Aptitude,116.5,4,Saturday,56.71
Morning,Python,22.6,5,Monday,56.9
Afternoon,Operating Systems,73.9,6,Monday,50.46
Night,Java,86.1,9,Wednesday,42.85
Morning,Ai,107.9,6,Monday,59.75
Morning,Java,106.2,10,Monday,59.65
Night,DBMS,117.6,1,Monday,43.89
Afternoon,DSA,66.3,7,Thursday,44.23
Afternoon,DBMS,101.4,3,Thursday,56.1
Night,DBMS,57.0,6,Tuesday,44.64
Afternoon,DBMS,56.5,2,Thursday,51.11
Morning,Operating Systems,37.9,7,Sunday,56.01
Night,Ai,100.0,1,Sunday,39.97
Morning,Python,118.4,2,Friday,62.99
Evening,Ai,38.2,9,Sunday,59.03
Evening,DSA,16.2,9,Saturday,43.21
Afternoon,Python,99.7,7,Tuesday,46.55
Evening,Aptitude,78.2,2,Monday,53.36
Morning,Aptitude,115.6,5,Friday,56.06
Evening,Aptitude,37.7,4,Tuesday,65.08
Morning,Python,17.8,2,Saturday,57.26
Afternoon,Machine Learning,64.2,2,Tuesday,50.37
Afternoon,Operating Systems,19.4,10,Friday,48.58
Morning,Machine Learning,38.8,8,Tuesday,45.32
Evening,Ai,23.9,5,Friday,52.97
Afternoon,Aptitude,34.7,8,Tuesday,44.15
Night,Operating Systems,21.7,2,Tuesday,46.65
Afternoon,Python,114.9,2,Sunday,47.51
Evening,Aptitude,40.6,3,Tuesday,51.17
Night,Python,58.8,10,Friday,46.43
Evening,Operating Systems,108.8,8,Tuesday,52.86
Morning,Python,84.5,8,Sunday,64.11
Night,Python,78.0,3,Saturday,46.8
Evening,DSA,87.6,1,Saturday,59.66
Night,Ai,101.2,7,Thursday,48.61
Evening,Machine Learning,106.5,4,Thursday,55.45
Night,Java,80.7,3,Thursday,47.99
Evening,Machine Learning,107.9,5,Thursday,56.67
Morning,Machine Learning,68.9,6,Thursday,49.0
Night,DBMS,40.5,1,Saturday,44.59
Night,DSA,106.8,9,Monday,36.02
Night,Java,69.6,6,Tuesday,35.44
Night,Aptitude,109.7,3,Saturday,36.44
Morning,Aptitude,14.4,1,Saturday,58.27
Night,Aptitude,53.7,9,Wednesday,38.5
Afternoon,Machine Learning,114.3,2,Monday,50.54
Morning,Ai,37.5,10,Friday,68.18
Afternoon,Machine Learning,113.6,6,Sunday,43.46
Night,Java,114.9,6,Monday,46.02
Evening,Ai,107.0,3,Wednesday,51.49
Afternoon,DSA,72.0,6,Saturday,39.87
Night,Ai,81.2,2,Monday,44.03
Afternoon,Java,105.7,8,Tuesday,46.1
Night,Python,95.3,1,Thursday,44.69
Night,Machine Learning,79.3,6,Tuesday,39.35
Night,Aptitude,118.0,1,Monday,38.3
Evening,Python,85.4,9,Saturday,53.41
Afternoon,Machine Learning,117.3,9,Saturday,35.36
Morning,Operating Systems,16.3,6,Wednesday,62.53
Morning,DBMS,25.3,6,Friday,51.55
Morning,Machine Learning,59.7,9,Tuesday,55.03
Morning,Operating Systems,52.3,5,Wednesday,65.84
Night,Java,96.1,9,Friday,48.58
Afternoon,DSA,27.7,5,Thursday,48.99
Afternoon,Operating Systems,117.4,4,Tuesday,60.96
Evening,DSA,44.7,2,Saturday,51.47
Afternoon,Machine Learning,57.2,2,Tuesday,53.29
Afternoon,DSA,40.2,1,Saturday,42.87
Afternoon,Operating Systems,73.7,10,Saturday,32.57
Evening,Ai,16.4,3,Thursday,56.14
Morning,DBMS,26.5,1,Thursday,62.22
Afternoon,Python,92.0,6,Monday,54.06
Evening,Python,30.5,7,Friday,49.79
Evening,DBMS,35.9,9,Wednesday,69.89
Night,Aptitude,97.2,7,Sunday,36.48
Evening,Python,20.3,4,Sunday,54.51
Morning,Java,58.1,4,Thursday,61.25
Afternoon,Machine Learning,12.5,8,Monday,52.1
Evening,Aptitude,48.1,4,Friday,51.55
Morning,Machine Learning,86.9,1,Friday,60.61
Evening,Operating Systems,19.9,9,Tuesday,63.09
Evening,Java,107.7,3,Monday,52.71
Evening,Operating Systems,110.0,1,Monday,52.47
Evening,Aptitude,21.5,9,Tuesday,49.95
Evening,Aptitude,119.0,10,Sunday,53.22
Morning,Java,42.7,10,Wednesday,55.56
Afternoon,Java,19.3,5,Sunday,50.46
Afternoon,Aptitude,10.6,9,Thursday,47.58
Afternoon,Aptitude,54.9,3,Saturday,45.8
Afternoon,DSA,79.3,6,Tuesday,44.02
Morning,Ai,46.5,7,Thursday,70.75
Night,Aptitude,102.0,5,Saturday,42.51
Night,Java,88.8,8,Monday,39.23
Morning,Ai,48.5,10,Sunday,58.39
Morning,Aptitude,90.8,6,Tuesday,51.53
Evening,Operating Systems,113.5,6,Saturday,48.71
Evening,Machine Learning,20.2,7,Wednesday,55.13
Evening,Ai,43.7,8,Thursday,57.6
Afternoon,Operating Systems,61.0,2,Sunday,51.48
Evening,Python,64.8,7,Thursday,63.52
Night,Java,69.6,9,Thursday,44.12
Afternoon,DSA,43.1,1,Monday,53.47
Evening,DSA,83.4,1,Sunday,55.02
Afternoon,Machine Learning,81.0,7,Saturday,49.22
Night,Aptitude,73.6,5,Thursday,37.59
Evening,Operating Systems,22.5,1,Friday,56.3
Night,Python,62.5,1,Sunday,42.55
Night,Operating Systems,49.2,2,Thursday,51.52
Night,Java,64.0,10,Monday,45.54
Evening,Java,111.4,9,Tuesday,53.01
Morning,Aptitude,62.9,3,Thursday,58.45
Evening,Aptitude,11.5,9,Thursday,53.16
Night,Java,58.3,6,Tuesday,45.79
Evening,DBMS,100.3,10,Saturday,53.61
Night,Java,95.8,6,Saturday,40.99
Morning,Operating Systems,66.5,7,Friday,58.38
Afternoon,Machine Learning,37.5,10,Monday,43.22
Morning,Operating Systems,61.2,8,Tuesday,67.21
Morning,DSA,72.0,3,Monday,57.62
Afternoon,Python,120.0,8,Saturday,50.2
Evening,Ai,80.9,6,Tuesday,57.08
Afternoon,Machine Learning,86.4,6,Wednesday,49.37
Evening,DBMS,64.1,3,Friday,52.7
Evening,Python,49.0,6,Wednesday,59.97
Night,Python,99.4,8,Saturday,51.15
Night,Ai,64.4,7,Sunday,45.37
Afternoon,DSA,119.4,10,Tuesday,51.17
Morning,DSA,60.3,10,Saturday,59.24
Afternoon,DSA,17.5,7,Tuesday,49.33
Evening,Machine Learning,85.1,3,Monday,51.62
Night,Operating Systems,15.1,10,Tuesday,54.57
Afternoon,Python,37.6,3,Saturday,56.67
Afternoon,Operating Systems,48.9,5,Monday,47.59
Night,Operating Systems,91.3,5,Monday,50.67
Night,DSA,64.4,9,Tuesday,46.33
Night,Operating Systems,13.2,9,Monday,45.65
Evening,Python,77.9,10,Saturday,61.54
Night,Python,55.3,5,Sunday,44.58
Morning,Aptitude,111.4,5,Friday,61.27
Afternoon,DBMS,65.0,6,Wednesday,52.44
Night,Machine Learning,88.0,8,Tuesday,36.83
Night,Operating Systems,34.1,6,Monday,46.37
Evening,Machine Learning,93.7,6,Monday,46.08
Evening,Machine Learning,89.3,9,Saturday,52.93
Afternoon,Machine Learning,109.4,1,Monday,50.72
Morning,Ai,13.7,4,Monday,65.88
Afternoon,Java,59.2,10,Friday,53.13
Night,Aptitude,84.7,10,Sunday,54.88
Morning,Machine Learning,20.5,2,Tuesday,50.94
Morning,Java,55.2,9,Tuesday,59.9
Morning,Java,113.6,3,Saturday,62.25
Morning,Aptitude,58.0,10,Friday,65.71
Afternoon,Python,118.4,2,Friday,49.13
Evening,Ai,16.3,8,Friday,60.93
Evening,Operating Systems,89.0,4,Tuesday,47.68
Night,Aptitude,73.9,2,Sunday,37.97
Evening,DBMS,65.1,4,Thursday,57.06
Evening,Java,116.8,7,Saturday,53.4
Evening,Machine Learning,24.3,7,Saturday,56.27
Evening,Java,108.6,1,Wednesday,59.46
Night,Ai,86.0,1,Friday,42.81
Afternoon,DBMS,38.5,3,Friday,56.29
Morning,Python,109.2,2,Tuesday,64.75
Evening,Python,57.2,3,Sunday,58.14
Afternoon,DSA,99.6,4,Saturday,50.01
Evening,Machine Learning,52.8,7,Tuesday,51.79
Evening,DSA,103.6,2,Sunday,55.95
Morning,Ai,80.0,7,Wednesday,61.72
Morning,DBMS,25.5,5,Monday,64.54
Morning,Java,81.5,8,Tuesday,67.45
Evening,Operating Systems,31.0,8,Sunday,51.52
Evening,DSA,55.3,5,Sunday,56.2
Evening,Python,28.7,10,Wednesday,55.29
Morning,Machine Learning,12.4,8,Sunday,52.68
Night,Java,33.3,9,Tuesday,44.96
Afternoon,DBMS,69.0,7,Tuesday,49.95
Night,Aptitude,63.0,6,Tuesday,47.32
Evening,Ai,65.2,7,Thursday,49.36
Evening,Ai,37.2,7,Sunday,54.82
Night,Python,85.4,3,Thursday,46.27
Evening,Aptitude,87.5,6,Friday,45.54
Afternoon,Ai,49.4,6,Thursday,52.0
Evening,Operating Systems,106.9,9,Wednesday,62.07
Afternoon,Java,80.8,1,Tuesday,55.32
Night,Machine Learning,88.4,7,Thursday,43.0
Night,Java,40.5,1,Saturday,39.86
Evening,Operating Systems,10.1,10,Tuesday,59.35
Afternoon,Ai,105.2,4,Monday,47.86
Evening,Operating Systems,100.5,7,Friday,54.78
Morning,Java,23.6,6,Thursday,72.85
Morning,Ai,51.2,6,Saturday,64.44
Morning,Machine Learning,82.7,5,Sunday,54.1
Morning,Machine Learning,81.7,7,Saturday,58.43
Evening,Aptitude,104.6,9,Tuesday,62.97
Morning,Operating Systems,25.4,6,Monday,62.34
Afternoon,DBMS,57.3,10,Friday,44.55
Night,Aptitude,20.7,7,Friday,46.72
Night,Machine Learning,52.9,9,Monday,41.86
Morning,Python,11.7,7,Thursday,60.97
Morning,Ai,108.8,6,Thursday,56.66
Morning,Aptitude,68.0,3,Tuesday,54.5
Evening,DSA,103.5,1,Wednesday,51.17
Night,DBMS,16.6,10,Tuesday,48.82
Morning,Ai,35.0,9,Tuesday,64.97
Afternoon,Aptitude,38.5,7,Sunday,57.67
Morning,Machine Learning,52.5,3,Tuesday,55.61
Night,Java,98.3,10,Sunday,38.12
Morning,Machine Learning,52.5,9,Monday,62.46
Night,DBMS,32.5,3,Friday,37.65
Morning,DSA,17.1,3,Friday,49.08
Afternoon,Aptitude,18.7,7,Wednesday,54.26
Morning,Java,93.6,2,Thursday,55.43
Afternoon,Aptitude,58.9,10,Tuesday,46.62
Afternoon,Operating Systems,89.9,7,Monday,53.23
Morning,Python,85.1,7,Monday,62.41
Afternoon,Machine Learning,24.9,1,Tuesday,46.7
Evening,Aptitude,25.7,10,Monday,48.55
Morning,Aptitude,93.1,2,Monday,57.34
Morning,Ai,89.3,5,Sunday,54.57
Afternoon,Ai,51.6,4,Tuesday,48.01
Afternoon,Aptitude,18.5,3,Wednesday,53.07
Morning,DSA,11.3,10,Monday,60.67
Evening,Python,41.7,8,Friday,55.97
Afternoon,Aptitude,11.0,7,Saturday,47.69
Afternoon,DBMS,35.3,9,Friday,58.99
Night,Machine Learning,56.1,3,Sunday,41.87
Evening,Operating Systems,23.4,10,Sunday,59.31
Evening,Ai,21.5,1,Saturday,49.21
Morning,DBMS,108.6,9,Saturday,56.04
Evening,Machine Learning,74.4,9,Friday,51.41
Morning,Java,112.8,1,Tuesday,61.98
Night,Ai,48.0,8,Saturday,44.44
Evening,DSA,84.5,10,Friday,56.77
Afternoon,Ai,32.5,1,Thursday,38.32
Night,Python,78.0,6,Monday,42.57
Morning,Python,24.3,9,Sunday,60.31
Night,Machine Learning,10.2,3,Wednesday,52.34
Morning,DBMS,112.5,6,Saturday,54.48
Night,Operating Systems,71.0,3,Friday,56.15
Morning,DSA,112.0,5,Tuesday,52.34
Evening,Machine Learning,46.7,7,Sunday,51.22
Afternoon,Java,46.1,10,Saturday,46.2
Morning,DSA,54.1,4,Wednesday,56.53
Night,Python,87.7,4,Sunday,48.51
Morning,Aptitude,72.2,7,Tuesday,59.62
Morning,Aptitude,111.8,5,Wednesday,52.47
Morning,Operating Systems,12.8,1,Wednesday,50.2
Night,DSA,87.9,10,Monday,38.69
Afternoon,Machine Learning,46.3,2,Saturday,48.16
Evening,Operating Systems,29.8,6,Saturday,50.99
Afternoon,Ai,66.1,9,Saturday,52.18
Morning,Ai,65.6,7,Wednesday,59.26
Night,Java,25.1,4,Thursday,46.39
Afternoon,DBMS,32.2,2,Thursday,57.55
Morning,Aptitude,54.9,4,Sunday,56.07
Evening,Machine Learning,55.0,5,Thursday,62.8
Evening,DSA,44.9,2,Sunday,54.4
Evening,Operating Systems,26.3,1,Tuesday,50.29
Morning,Machine Learning,10.5,4,Monday,51.97
Night,Operating Systems,116.7,6,Tuesday,37.8
Afternoon,Operating Systems,113.8,1,Saturday,47.18
Evening,Operating Systems,63.2,1,Saturday,43.85
Morning,DSA,119.5,9,Friday,67.85
Morning,Machine Learning,84.1,5,Saturday,66.19
Afternoon,Python,17.6,2,Thursday,43.99
Evening,Python,22.9,2,Monday,58.26
Morning,DSA,110.8,4,Thursday,49.19
Afternoon,Ai,79.3,2,Monday,53.55
Night,DSA,102.8,4,Tuesday,48.72
Night,Aptitude,108.8,6,Saturday,41.99
Night,Operating Systems,59.3,7,Tuesday,46.5
Evening,Machine Learning,15.3,6,Thursday,49.7
Afternoon,Machine Learning,30.7,4,Wednesday,48.22
Afternoon,DBMS,17.3,10,Monday,53.57
Morning,DBMS,30.8,3,Saturday,56.06
Morning,Java,55.2,4,Friday,66.12
Morning,Python,23.0,5,Sunday,55.56
Afternoon,DBMS,28.3,4,Wednesday,48.41
Morning,DBMS,59.0,3,Tuesday,49.68
Afternoon,Python,47.4,1,Monday,63.61
Afternoon,Aptitude,61.4,3,Wednesday,40.05
Night,Ai,57.2,5,Sunday,47.57
Morning,Python,80.9,6,Friday,64.13
Night,Ai,113.1,4,Wednesday,44.97
Evening,Java,21.9,1,Friday,50.55
Evening,DBMS,20.9,10,Tuesday,52.69
Evening,Machine Learning,103.8,7,Monday,51.04
Afternoon,DBMS,65.7,9,Tuesday,47.38
Afternoon,Operating Systems,94.3,6,Monday,39.37
Afternoon,Java,33.7,6,Wednesday,52.91
Morning,Ai,101.2,9,Tuesday,63.27
Night,Ai,111.6,4,Monday,43.26
Afternoon,Operating Systems,79.9,5,Saturday,46.78
Night,Operating Systems,21.6,5,Friday,47.89
Night,Aptitude,108.5,5,Monday,38.09
Night,DSA,97.2,8,Saturday,32.91
Morning,Operating Systems,92.6,1,Tuesday,60.05
Morning,Ai,14.0,10,Tuesday,58.36
Evening,Machine Learning,97.9,10,Wednesday,50.87
Evening,Ai,25.2,3,Friday,58.02
Night,Ai,34.5,8,Monday,43.02
Evening,Aptitude,73.5,9,Tuesday,57.21
Night,DSA,39.1,2,Monday,52.87
Morning,DSA,82.7,4,Thursday,69.5
Morning,Operating Systems,76.9,8,Friday,64.33
Morning,Java,21.9,5,Friday,48.09
Afternoon,DBMS,82.2,1,Saturday,50.16
Night,Ai,111.6,6,Thursday,52.77
Morning,Python,27.7,9,Friday,63.33
Night,DBMS,75.7,9,Thursday,41.67
Evening,DBMS,47.6,1,Monday,52.95
Evening,DSA,60.6,4,Sunday,57.15
Morning,DSA,41.6,1,Thursday,56.34
Night,Aptitude,49.0,7,Wednesday,40.24
Morning,Aptitude,13.2,3,Saturday,53.73
Evening,DSA,118.0,2,Thursday,54.29
Morning,Machine Learning,78.7,8,Monday,56.89
Night,Machine Learning,65.1,9,Friday,34.95
Evening,Python,52.2,7,Wednesday,54.86
Afternoon,DSA,69.3,6,Thursday,58.48
Evening,Operating Systems,51.8,10,Saturday,52.93
Afternoon,Aptitude,49.6,6,Saturday,50.06
Morning,DSA,61.0,9,Monday,51.9
Morning,Machine Learning,40.4,5,Wednesday,61.32
Night,DSA,29.8,5,Wednesday,51.53
Afternoon,Machine Learning,71.2,2,Wednesday,49.59
Morning,DSA,102.7,6,Thursday,52.97
Afternoon,Ai,26.8,6,Monday,53.2
Morning,Operating Systems,13.6,6,Monday,64.06
Evening,Java,37.1,4,Monday,51.5
Morning,Python,117.8,7,Sunday,64.34
Night,Ai,101.2,9,Tuesday,47.26
Evening,Operating Systems,75.5,1,Friday,45.04
Night,Machine Learning,112.2,3,Monday,40.06
Evening,Aptitude,59.0,10,Tuesday,53.32
Afternoon,Aptitude,118.2,9,Tuesday,49.71
Night,DBMS,42.6,5,Wednesday,44.98
Morning,Operating Systems,36.4,6,Friday,63.95
Afternoon,DSA,80.2,8,Wednesday,53.12
Morning,Python,51.6,9,Friday,70.08
Evening,DSA,78.9,8,Sunday,52.69
Evening,DSA,43.5,3,Wednesday,61.38
Morning,Operating Systems,78.0,10,Saturday,61.66
Morning,Java,40.3,1,Thursday,66.13
Afternoon,Python,15.6,5,Friday,59.98
Morning,DBMS,110.3,7,Saturday,55.31
Night,Ai,107.2,2,Tuesday,44.6
Night,DSA,116.8,1,Tuesday,33.5
Morning,Python,88.8,4,Friday,67.53
Night,DBMS,85.1,3,Wednesday,50.12
Morning,Ai,71.5,4,Sunday,57.72
Afternoon,DSA,23.9,1,Thursday,52.98
Night,Python,30.8,2,Thursday,52.34
Night,Ai,41.8,1,Monday,45.1
Morning,Operating Systems,107.9,3,Friday,62.15
Night,Java,29.0,4,Thursday,44.93
Evening,Aptitude,111.5,1,Wednesday,54.5
Afternoon,Aptitude,67.5,6,Wednesday,46.6
Afternoon,DSA,88.7,2,Tuesday,41.98
Night,DSA,22.1,10,Thursday,37.58
Night,Ai,39.6,5,Thursday,44.64
Evening,Python,115.4,8,Wednesday,51.4
Evening,Aptitude,39.3,4,Tuesday,50.28
Night,DSA,42.6,5,Thursday,39.91
Night,DBMS,31.7,9,Sunday,40.59
Evening,DSA,24.2,2,Sunday,56.65
Morning,Aptitude,35.7,2,Wednesday,49.32
Evening,Machine Learning,80.7,6,Tuesday,53.24
Morning,Java,60.1,6,Tuesday,55.38
Afternoon,Aptitude,70.9,3,Wednesday,49.77
Afternoon,DBMS,23.5,9,Tuesday,46.89
Evening,Python,98.2,1,Saturday,53.07
Morning,DBMS,96.3,3,Saturday,49.28
Evening,Machine Learning,12.4,8,Tuesday,55.05
Evening,Machine Learning,52.2,8,Monday,53.31
Morning,DSA,17.6,4,Tuesday,59.77
Evening,DSA,97.1,8,Sunday,55.84
Afternoon,Aptitude,91.1,10,Thursday,42.95
Night,Operating Systems,109.2,8,Tuesday,39.55
Night,Java,36.0,1,Thursday,53.3
Evening,DBMS,60.2,3,Wednesday,57.72
Morning,Aptitude,30.3,1,Tuesday,50.38
Morning,Operating Systems,50.8,2,Wednesday,59.1
Afternoon,Aptitude,67.4,4,Friday,55.33
Morning,Java,15.9,3,Sunday,67.42
Morning,Java,88.6,6,Saturday,64.79
Afternoon,Machine Learning,69.8,5,Tuesday,45.72
Evening,DSA,101.2,5,Wednesday,53.37
Night,DSA,39.9,10,Friday,34.92
Afternoon,Java,109.4,7,Thursday,50.52
Evening,Aptitude,119.9,7,Thursday,56.02
Afternoon,Java,111.1,9,Saturday,51.54
Evening,DSA,95.6,8,Saturday,39.99
Afternoon,Python,99.4,3,Sunday,44.38
Evening,Aptitude,73.1,2,Sunday,50.87
Afternoon,Machine Learning,30.9,1,Thursday,52.38
Evening,Ai,84.5,10,Thursday,52.99
Afternoon,Aptitude,88.4,6,Thursday,61.79
Night,Aptitude,118.4,4,Monday,39.6
Night,DSA,69.5,3,Sunday,38.54
Morning,Machine Learning,39.9,2,Saturday,49.55
Evening,Aptitude,85.2,2,Wednesday,53.97
Afternoon,DSA,117.7,4,Friday,51.37
Evening,Java,29.5,1,Friday,55.91
Night,DBMS,45.9,6,Tuesday,40.68
Evening,Machine Learning,69.6,10,Wednesday,59.11
Afternoon,Operating Systems,28.7,5,Saturday,53.91
Evening,Python,12.4,10,Monday,53.5
Afternoon,Operating Systems,47.1,9,Monday,65.44
Night,Ai,105.2,2,Wednesday,39.47
Night,Java,14.8,9,Thursday,45.2
Night,Machine Learning,57.2,9,Thursday,43.2
Morning,Aptitude,93.8,10,Wednesday,54.38
Night,DSA,114.9,9,Saturday,42.0
Evening,Ai,118.4,10,Friday,54.4
Morning,Machine Learning,56.4,10,Thursday,60.1
Night,Python,114.5,4,Tuesday,47.0
Evening,Machine Learning,13.9,5,Saturday,54.0
Evening,Ai,92.1,8,Saturday,55.01
Evening,DSA,80.7,8,Monday,49.05
Afternoon,Operating Systems,37.4,1,Sunday,45.5
